sep=; 
"barrio";"dir_url";"nombre";"precio";"precio_uf";"codigo";"fecha_publicacion";"dorm";"banos";"sup";"sup_total";"ambientes";"estacionamientos";"descripcion";"vende";"longitud";"latitud";"fecha_consulta";"venta_arriendo";"tipo_vivienda";"barrio_portal"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/5579692-los-robles-1100-uda#position=11&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Los Robles 1100, Isla Teja, Valdivia";1.55e+08;NA;"5579692";2020-04-27;3;2;8;8;NA;1;"Comodo departamento en excelente condominio ubicado en sector Isla Teja. Agenda abierta para visitas, escribanos a secretaria@colladokunstmann.clLe esperamos Estacionamientos y bodegas  Estacionamientos: 1Bodegas: 1";"Collado Y Kunstmann Propiedades";-73.2661667;-39.8071136;2020-07-02;"venta";"departamento";"Isla Teja"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/4234155-hermoso-departamento-en-isla-teja-uda#position=12&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Hermoso Departamento En Isla Teja, Valdivia";163558650;5700;"4234155";2018-10-09;3;2;90;90;NA;NA;"Departamento en ValdiviaDepartamento en Valdivia, ubicado en el edificio Doña Isidora. Se encuentra en el cuarto piso.Consta de living, comedor, tres dormitorios, dos baños, cocina con muebles bases y aéreos, encimera, horno eléctrico, estacionamiento y bodega.Excelente aislación, pues se encuentra revestido en madera de pellín lo que le da mayor calidez al ambiente.Calefacción central a gas, ascensor, vista hacia el río.Ubicado en exclusivo sector residencial de Isla Teja, el cual se caracteriza por su maravilloso entorno de áreas verdes. También se encuentra el principal Campus de la Universidad Austral de Chile, Deutsche Schule, Parque Saval, Laguna de los Lotos, Jardín Botánico, entre otros. Cuenta con variados y exquisitos restaurantes y cafés, supermercados etc. Rodeada por los ríos Cau Cau y río Cruces, conectada por el puente Pedro de Valdivia que conduce al centro de la ciudad y puente Cruces que permite el tránsito hacia Niebla y la Bahía de Corral en la costa. A minutos del centro de la ciudad.Superficie: 90 mts2Estacionamientos y bodegas  Estacionamientos: 1";"Monte Río Propiedades";-73.2594452;-39.8034477;2020-07-02;"venta";"departamento";"Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/MLC-522791730-departamento-en-venta-de-2-dormitorios-en-valdivia-_JM#position=13&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Dpto Parque Krahmer, Sur De Valdivia, Valdivia";5.5e+07;NA;NA;2020-03-27;2;1;52;52;2;NA;"OPORTUNIDAD!Acogedor Departamento de 2 dormitorios, 1 baño, cocina amoblada, con calefont nuevo, todas las instalaciones nuevas, totalmente remodelado, con luces led, ventanas termo panel, piso flotante y cerámico. Con instalación para combustión lenta.Departamento muy bien ubicado, en parque Krahmer, a 1 cuadra de Av. Picarte, Av. Simpson, Av. Francia, cercano a instituto Teletón, nuevo cuartel general de la PDI, colegios, supermercados.Sector muy tranquilo, el edificio está acogido a la remodelación total del exterior, obras que comenzarían en diciembre, por tanto, los dejarán como nuevo por fuera, pintura, rejas, estacionamiento, luminarias, por lo que la plusvalía subirá significativamente.Agenda una visita con HTP Propiedades.Nota: Las superficies y características entregadas de la propiedad son aproximadas y referenciales y han sido proporcionadas por su dueño.";"Nexxos";-73.2226225;-39.8346984;2020-07-02;"venta";"departamento";"Sur de Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/MLC-533836434-departamento-en-venta-de-3-dorm-en-valdivia-_JM#position=14&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"A.v Francia, Sur De Valdivia, Valdivia";6.5e+07;NA;NA;2020-06-23;3;1;65;65;3;NA;"se vende hermosos departamento en un muy buen sector de a,v francia recien remodelado y calefaccionado, por fuera hace 2 meses fue revestidoestamos cerca de policia de investigaciones de supermercado de colegios y liceos";"Nexxos";-73.2277606;-39.8379073;2020-07-02;"venta";"departamento";"Sur de Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/5680182-ecuador-1873-uda#position=15&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Ecuador 1873, Valdivia";7.5e+07;NA;"5680182";2020-06-24;2;2;55;55;NA;NA;"Avenida Ecuador 1873 Edificio Don BenedictoA pasos de la Costanera de Valdivia, movilización a 1 cuadra por avenida Picarte.Cómodo departamento de 55 mt2 2 dormitorios, principal en suite.2 bañosLiving-comedorCocina, logia. Ventanas termopanelSe ubica en un quinto piso, edificio cuenta con ascensor..Terminaciones Piso baños: cerámicaPiso dormitorios: alfombraSuministros Agua caliente: calefónCaracterísticas propiedad loggia, cocina amoblada, portón automáticoCaracterísticas comunidad portón eléctricoGastos Gastos comunes: $ 30.000Otros suministros internet, tv cable";"Vilches Y Wagemann Propiedades";-73.225235;-39.8246765;2020-07-02;"venta";"departamento";"Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/5189432-departamento-en-parque-krahmer-valdivia-uda#position=16&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Departamento En Parque Krahmer, Valdivia, Sur De Valdivia, Valdivia";5.3e+07;NA;"5189432";2020-01-17;2;1;52;52;NA;NA;"Departamento en Valdivia, recién remodelado, en excelente estado, emplazado en sector Parque Krahmer.Consta de dos dormitorios y un baño, cocina americana con muebles bases, aéreos y calefont nuevo, luces led que permiten un mayor ahorro y alta eficiencia en iluminación, ventanas termo panel que aseguran una reducción de energía y calefacción, ayudando además a aislar diversos sonidos del exterior, piso flotante y cerámica.Excelente ubicación y conectividad, a una cuadra de Picarte y de Simpson, cercano a Teletón, Hospital Regional, supermercados, colegios. A 7 minutos aproximadamente del centro de la ciudad. Ideal como inversión.Edifico está afecto a plan de mejoramiento en su fachada, como espacios comunes, lo que dará al edifico una mayor plusvalía (información entregada por su propietario).Construido: 52 m2 aproximadamente";"Monte Río Propiedades";-73.2263031;-39.8326607;2020-07-02;"venta";"departamento";"Sur de Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/4243830-condominio-mirador-del-santuario-unidades-nuevas-y-usadas-uda#position=17&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Condominio Mirador Del Santuario - Unidades Nuevas Y Usadas, Valdivia";186514250;6500;"4243830";2018-10-09;3;2;97;112;NA;NA;"Venta sin comisión de corretaje de cómodos departamentos , situados en exclusivo condominio \"Mirador del Santuario\" en sector Lomas del Rio Cruces. Isla Teja, ciudad de Valdivia.DEPARTAMENTOS DISPONIBLES101 B201 B301 B 304 B Proyecto consta de Tres Torres de Edificios con 8 pisos en altura: A y B ya terminadas y entregadas con panorámica vista el Santuario del Rio Cruces, la tercera torre proyectada para el año 2018.Cómodas instalaciones y servicios como Conserjería las 24 horas del día, acceso especial para personas con movilidad reducida, Ascensores, Estacionamientos subterráneos. Áreas verdes, Piscina, Sala multiuso, Quinchos.Proximidad a locomoción, a sólo 1 kilómetro aproximado de Colegio Alemán, Universidad Austral, Supermercado Teja Market. Áreas de esparcimiento como parque Saval, exclusivos restaurantes, parque Santa Inés, Servicentro, bomberos, carabineros, Bancos Santander, BCI y Estado.TODOS INCLUYEN BODEGA Y 1 ESTACIONAMIENTO DENTRO DEL PRECIO . POSIBILIDAD DE COMPRAR ESTACIONAMIENTO ADICIONAL POR UF450 .Todos los departamentos poseen cocina equipada con encimera, horno empotrado, campana, dos baños (principal en suite), logia, calefacción por cielo radiante, luces LED.En el caso de las unidades arrendadas , se venden en el estado en que se encuentra y se traspasa el contrato de arriendo y mes de garantía .Suministros Calefacción: losa radianteCaracterísticas propiedad cocina amoblada, cocina equipadaCaracterísticas comunidad accesos controlados, áreas verdes, estacionamiento de visitas, panel solar, piscina, quincho, sala de eventosEstacionamientos y bodegas  Estacionamientos: 1Bodegas: 1";"Wonenhaus Gestión Inmobiliaria";-73.269165;-39.8066444;2020-07-02;"venta";"departamento";"Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/5253412-isla-teja-uda#position=18&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Isla Teja, Isla Teja, Valdivia";183644800;6400;"5253412";2019-12-03;3;2;97;NA;NA;NA;"Departamento exclusivo Condominio con vista panorámica a Santuario de la Naturaleza y Rio Cruces, Isla Teja, Valdivia.Inmediato a Campus Isla Teja UACH, Colegio Alemán, parque Saval, museos, exclusivo sector gastronómico , barrio consolidado a 5 min. del centro.Código ID:EB-EE9726Año de Construcción: 2015DESCRIPCIÓN:* Living - comedor acceso a terraza * Cocina completamente equipada* Loggia* Dormitorio en suite con Bow windows* 2 dormitorios* 1 bañoEquipamiento:* Piso flotante, porcelanato y alfombra* Ventanas termo-panel* Calefacción central por losa radiante Exterior:* Consejería 24 horas* Cámaras de seguridad* Ascensores* Accesibilidad para personas discapacitadas* Áreas verdes* Piscina* Quincho* Sala multiuso* Estacionamiento subterráneo* Bodega";"Property Partners Chile S.a.";-73.2675018;-39.8070984;2020-07-02;"venta";"departamento";"Isla Teja"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/5253411-isla-teja-uda#position=19&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Isla Teja, Isla Teja, Valdivia";186514250;6500;"5253411";2019-12-03;3;2;97;NA;NA;NA;"Departamento exclusivo Condominio con vista panoramica a Santuario de la Naturaleza y Rio Cruces, Isla Teja, Valdivia.Inmediato a Campus Isla Teja UACH, Colegio Alemán, parque Saval, museos, exclusivo sector gastronómico , barrio consolidado a 5 min del centro.Código ID: EB-EE9680Año de Construcción: 2015DESCRIPCIÓN:* Living - comedor acceso a terraza * Cocina completamente equipada* Logia* Dormitorio en suite* 2 dormitorios* 1 bañoEquipamiento:* Piso flotante, porcelanato y alfombra* Ventanas termo-panel* Calefacción central por losa radiante Exterior:* Consejería 24 horas* Cámaras de seguridad* Ascensores* Accesibilidad para personas discapacitadas* Áreas verdes* Piscina* Quincho* Sala multiuso* Estacionamiento subterráneo* Bodega";"Property Partners Chile S.a.";-73.2675018;-39.8070984;2020-07-02;"venta";"departamento";"Isla Teja"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/5347031-isla-teja-uda#position=20&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Isla Teja, Isla Teja, Valdivia";1248210750;43500;"5347031";2020-01-13;2;2;762;NA;NA;NA;"Código ID: EB-EJ5832Edificio de departamentos nuevo con buenísima ubicación en medio de naturaleza con inmejorables vistas al Arboretum de Universidad Austral y Santuario de la Naturaleza, a 5 minutos de la plaza. Conformada por 8 departamentos tipo townhouse de tres pisos, adosados, de igual diseño, estructurados en hormigón armado con buenísimas terminaciones. Se venden arrendados.";"Property Partners Chile S.a.";-73.2680969;-39.8036995;2020-07-02;"venta";"departamento";"Isla Teja"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/4305110-independencia-630-uda#position=21&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Independencia 630, Valdivia";206600400;7200;"4305110";2019-07-03;3;3;107;107;NA;NA;"Calefacción central a petróleo y los gastos comunes incluyen calefacción y agua ($ 150.000 aprox.)Estacionamientos y bodegas  Bodegas: 1";"Collado Y Kunstmann Propiedades";-73.2472992;-39.8153877;2020-07-02;"venta";"departamento";"Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/5258509-departamento-uda#position=22&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Centro De Valdivia, Valdivia";193113985;6730;"5258509";2019-12-05;3;3;108;NA;NA;NA;"Amplio Departamento centro de Valdivia, a dos cuadras de la plaza. Codigo ID: EB-EF4904Año de Construcción: 1995DESCRIPCION:*Hall acceso* Living - comedor acceso a terraza cerrada.* Cocina Y Loggia* Dormitorio en suite* 2 dormitorios* 2 bañosEQUIPAMIENTO:* Piso flotante, alfombra y cerámico.* Calefacción central, radiador. EXTERIOR:* Conserje horario oficina.* Ascensor* Accesibilidad para personas discapacitadas* Bodega en subterráneo (7 m2)";"Property Partners Chile S.a.";-73.2472992;-39.8153992;2020-07-02;"venta";"departamento";"Centro de Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/MLC-522793860-departamento-en-venta-de-2-dormitorios-en-valdivia-_JM#position=23&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Circunvalacion Sur 4152, Sur De Valdivia, Valdivia";4.8e+07;NA;NA;2020-03-27;2;1;NA;NA;2;NA;"Se Vende o Arrienda Departamento de en Av. Circunvalación Sur, cuenta con 2 dormitorios, living comedor, cocina con calefont Ionizado, amplio closet. Cuenta con combustión lenta y gas por cañería.Se encuentra en el 3er piso. Cuenta con estacionamiento y bodega. Gastos comunes $2.000 Mensuales. Valor Venta: $48.000.000+2% Serv. De Corretaje. Valor Arriendo: $280.000.- + mes de Garantía + 50% Serv. De Corretaje.";"Nexxos";-73.2144175;-39.8471432;2020-07-02;"venta";"departamento";"Sur de Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/4721126-yungay-700-uda#position=24&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"Yungay 700, Centro De Valdivia, Valdivia";1.9e+08;NA;"4721126";2020-03-05;2;2;78;78;NA;NA;"Se vende departamento con una vista privilegiada en el corazón de Valdivia! Al lado del rio con muelle propio! El departamento cuenta con dos dormitorios, dos baños completos! Principal en suit con jacuzzi, cocina americana, living comedor. Cuenta con las siguientes características:Piso 7 Gc 90.000Contribuciones 60.000Orientación noroeste Calefacción central Horno eléctrico y encinera eléctrica Bodega y estacionamiento en piso -2Tiene guarda kayac Mts 2   78mts Año 2013 Dos ascensores 4 Deptos pos piso Sala evento, lavandería y gimnasio! Esta increíble tiene que verlo!!! Características propiedad cocina americana, hall, jacuzzi, cocina amoblada, cocina equipada, portón automáticoCaracterísticas comunidad accesos controlados, áreas verdes, citófono, estacionamiento de visitas, gimnasio, portón eléctrico, sala de eventosGastos Contribuciones: $ 60.000Gastos comunes: $ 90.000Estacionamientos y bodegas  Estacionamientos: 1Bodegas: 1";"Propiedades Premium";-73.2482376;-39.8159599;2020-07-02;"venta";"departamento";"Centro de Valdivia"
"valdivia-de-los-rios";"https://www.portalinmobiliario.com/venta/departamento/valdivia-de-los-rios/5586185-general-lagos-950-uda#position=25&type=item&tracking_id=3704700d-1290-44a3-9fed-3f70f6ab6538";"General Lagos 950, Centro De Valdivia, Valdivia";7.5e+07;NA;"5586185";2020-04-30;2;2;60;60;NA;1;"Se vende cómodo y céntrico departamento en Condominio Torreón Los Canelos, ubicado en calle General Lagos con Perez Rosales. Dos dormitorios y dos baños, living-comedor, cocina, estacionamiento interior y bodega.Este departamento se encuentra en el primer piso de la Torre C.Gastos Comunes de $65.000 aproximadamente.Se aceptan ofertas!!!Estacionamientos y bodegas  Estacionamientos: 1Bodegas: 1";"Eduardo Schild Y Cía.";-73.2489929;-39.8191376;2020-07-02;"venta";"departamento";"Centro de Valdivia"
