sep=; 
"barrio";"dir_url";"nombre";"precio";"precio_uf";"codigo";"fecha_publicacion";"dorm";"banos";"sup";"sup_total";"ambientes";"estacionamientos";"descripcion";"vende";"longitud";"latitud";"fecha_consulta";"venta_arriendo";"tipo_vivienda";"barrio_portal"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5733673-pasaje-san-ramon-476-uda#position=11&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Pasaje San Ramón 476, Tierras Blancas";7e+07;NA;"5733673";2020-07-23;3;2;115;148;NA;1;"Sector: Bosque San Carlos.Características: Hermosa casa a la venta ubicada en calle principal de Bosque San Carlos. Cuenta con tres amplios dormitorios, todos ellos con clóset, dormitorio principal en suite. Cuenta con dos baños con tina, uno de ellos en suite. Amplio living comedor. Cocina americana amoblada y equipada. Loggia techada y cerrada, patio con cerámico y pasto. Entrada de vehículo. Ante jardín cerrado con rejas. Protecciones en las ventanas.Lugares Cercanos: Supermercado Tottus, Unimarc, barrio universitario, restaurante, bencineras, etc. Locomoción en la puerta. Fácil acceso a La serena, Coquimbo y Ovalle.";"Adaro Propiedades";-71.2614746;-29.9760132;2020-07-28;"venta";"casa";"Tierras Blancas"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5736260-geronimo-mendez-arancibia-3899-uda#position=12&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Gerónimo Méndez Arancibia 3899, Peñuelas";243696785;8500;"5736260";2020-07-24;5;4;191;500;NA;2;"OFERTA ESPECIAL VENTA 8200 UFSector: El Mirador de Peñuelas.Características: Hermosa y amplia casa esquina y aislada a la venta ubicada en el mejor sector de Coquimbo, sector Residencial. Cuenta con 4 dormitorios, todos con closet y principal con walking closet. Tiene 3 baños, uno de ellos en suite con jacuzzi .Hermosa y amplia cocina y cocina extra de servicio, junto a dormitorio con baño y entrada particular. Hermoso living comedor con chimenea y detalles de piedra. Todos los espacios cuentan con grandes ventanales que facilitan la vista y entrada de luz. Amplio balcón con vista al mar. Cuenta con entrada de vehículos, portón eléctrico, se pueden estacionar hasta dos vehículos. Gran patio y jardín, cuenta con bodega, parrillero y hermosa piscina.Lugares Cercanos: Casino Enjoy, playa, supermercados, fácil acceso a Ruta 5.";"Adaro Propiedades";-71.3017273;-29.9667606;2020-07-28;"venta";"casa";"Peñuelas"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5733572-damiano-albertini-dapra-1757-uda#position=13&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Damiano Albertini Dapra 1757, Tierras Blancas";6e+07;NA;"5733572";2020-07-23;3;1;62;185;NA;3;"Sector: Bosque Oriente I.Características: Hermosa casa a la venta, bastante amplia, cuenta con 3 amplios dormitorios de pisos flotante y con closets, tiene un baño completamente de cerámico y con tina, living comedor grande, cocina aislada con pisos de cerámico, ventanales y ventanas con protecciones, rejas, entrada de vehículos para estacionar hasta 3 autos, amplio patio y jardín.Lugares cercanos: supermercados, Banco, farmacias, restaurantes, servicentro, colegios, consultorio, fácil acceso a Coquimbo y La Serena.OFERTA ESPECIAL $58.600.000";"Adaro Propiedades";-71.245285;-29.9727058;2020-07-28;"venta";"casa";"Tierras Blancas"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/MLC-537988937-casa-en-venta-de-2-dorm-en-coquimbo-_JM#position=14&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"La Herradura,";83143609;2900;NA;2020-07-23;2;2;75;700;2;NA;"Hermosa y acogedora cabaña con vista panorámica a la Bahía de La Herradura, con una amplia terraza, una gran oportunidad para descanso.";"Nexxos";-71.3712544;-29.9768754;2020-07-28;"venta";"casa";"Coquimbo"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5733458-pasaje-nuevo-ocho-3449-uda#position=15&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Pasaje Nuevo Ocho 3449, Peñuelas";4.2e+07;NA;"5733458";2020-07-23;2;1;65;72;NA;1;"Ubicación: La Cantera, Villa Talinay. Característica: Acogedora Casa esquina de dos pisos. Inmueble cuenta con dos dormitorios en el segundo piso con piso flotante, un baño con tina, amplio living comedor. Cocina. Patio pavimentado y con parrillero. Cuenta con rejas y protecciones. Portón, entrada de vehículos para estacionar un auto. Lugares cercanos: Planta de revisión técnica, colegios, pastelerías, bencinera, Arauco Premium Outlet, a 15 minutos de la playa. Locomoción a la puerta.OFERTA ESPECIAL $39.500.000Características propiedad antejardín";"Adaro Propiedades";-71.3071899;-29.9719543;2020-07-28;"venta";"casa";"Peñuelas"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5733519-avenida-cardenal-jorge-medina-estevez-1509-uda#position=16&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Avenida Cardenal Jorge Medina Estévez 1509, Peñuelas";5e+07;NA;"5733519";2020-07-23;4;2;75;62;NA;2;"Sector: Villa Talinay.Características: Hermosa y amplia casa de dos pisos ubicada en avenida principal a la venta. Cuenta con cuatro amplios dormitorios, dos de ellos con closét y uno con balcón. Cuenta con dos baños, uno en el segundo piso con tina y el otro de visitas en el primer piso. Amplio living comedor y cocina. Patio completamente pavimentado y cerrado. Entrada de vehículos, pavimentada, techada y cerrada, se pueden estacionar dos o tres autos. Cuenta con portón corredizo.Lugares Cercanos: Planta de revisión técnica, vivo outlet, supermercado, locomoción en la puerta, al frente de plaza con juegos infantiles y de jardín infantil.";"Adaro Propiedades";-71.3109818;-29.9726715;2020-07-28;"venta";"casa";"Peñuelas"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5733475-carlos-brito-iturrieta-3095-uda#position=17&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Carlos Brito Iturrieta 3095, Rinconada";48739357;1700;"5733475";2020-07-23;3;2;69;52;NA;NA;"Sector:La Rinconada, El Sauce. Conjunto Los Clarines, primera etapa.Características: Se vende acogedora casa de dos pisos. Cuenta con tres dormitorios. Cuenta con dos baños, uno de ellos con tina. Espacioso living comedor. Cocina por separado. Casa esta ampliada. Cuenta con dos habitaciones en el fondo, para usarlas de bodega o el uso que se desee dar, Entrada de vehículos con portón corredizo. Lugares Cercanos: Supermercado, plazas, colegios, jardín infantil, se encuentra a 10mn de playa La Herradura.OFERTA ESPECIAL 1500UF";"Adaro Propiedades";-71.3238525;-29.9971066;2020-07-28;"venta";"casa";"Rinconada"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5737187-lago-blanco-1232-uda#position=18&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Lago Blanco 1232, Tierras Blancas";5.8e+07;NA;"5737187";2020-07-24;2;1;48;180;NA;2;"En ventaLinda casa ubicada en Bosque San Carlos con 48 metros cuadrados construidos y 180 metros cuadrados totales. Esta casa esta en un sector tranquilo y es muy acogedora. Cuenta con antejardin y proteccion de fierro y madera como se ve en las fotos, protección en las ventanas , living,comedor,cocina sin amoblar, 2 dormitorios, 1 baño patio trasero y una ampliación con logia. También cuenta con estacionamiento para dos vehiculos. Casa Año 2002 , Dirección Lago Blanco #2332totalmente pagadaPrecio $ 58.000.000 se acepta al contado o crédito hipotecarioSolicitar información +569 8833 2127";"Buc Home";-71.2535553;-29.9678211;2020-07-28;"venta";"casa";"Tierras Blancas"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5736771-pje-domingo-iniguez-espinoza-uda#position=19&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Pje Domingo Iniguez Espinoza, Rinconada";73596429;2567;"5736771";2020-07-24;5;2;120;132;NA;NA;"Macarena vende su casa en Coquimbo, sin comisión de corredor de particular en particular. Descripción de la propiedad:La casa es de dos pisos de 132 M2 de superficie, tiene 5 dormitorios, 2 baños, Cocina independiente con amplio living comedor con conexión a patio trasero, cuenta con un patio interior con quincho para asado y estacionamiento con espacio para dos automoviles.Cabe destacar que este propiedad además de estar en muy buen estado la casa es muy acogedora de sólida construcción, su ubicación tiene varios puntos de interés  ya que está a pocas cuadras de supermercados, Locomoción colectiva.";"Isbast";-71.3264999;-29.9925995;2020-07-28;"venta";"casa";"Rinconada"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5244303-av-las-flores-av-las-salvias-uda#position=20&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Av Las Flores / Av Las Salvias, Centro De Coquimbo";84577120;2950;"5244303";2020-07-22;2;1;80;85;NA;NA;"Lindo Townhouse en La Herradura Oriente, privilegiada ubicación, a pasos de la playa.Terminaciones Piso baños: cerámicaPiso dormitorios: alfombraTechos: lozaSuministros Agua caliente: calefónCalefacción: otroCaracterísticas propiedad cocina amobladaOtros suministros internet, señal satelital, teléfono, tv cable, wi-fi";"Sierra Propiedades";-71.3332672;-29.9665642;2020-07-28;"venta";"casa";"Centro de Coquimbo"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/MLC-537989560-casa-en-venta-de-3-dorm-en-coquimbo-_JM#position=21&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Sindempart, Coquimbo,";68808504;2400;NA;2020-07-23;3;3;82;114.4;3;NA;"Hermosa y acogedora casa de dos pisos, cuenta con 3 dormitorios y 3 baños, cocina americana, living comedor y jardín exterior.Con excelente conectividad.";"Nexxos";-71.3409707;-29.9852594;2020-07-28;"venta";"casa";"Coquimbo"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/MLC-537925848-casa-en-venta-de-3-dorm-en-coquimbo-_JM#position=22&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Excelente Propiedad En Calle Rio Rahue, Peñuelas";90311162;3150;NA;2020-07-22;3;2;70;200;3;NA;"Propiedad ubicada en sector residencial consolidado, cuenta con tres dormitorios, dos baños, cocina amoblada, fácil acceso a la playa, ruta cinco y centro comercia.Vende Manuel Gaona Araya Fono: +56998882982 Email: contacto@urbegrup.cl";"Nexxos";-71.2967226;-29.9609639;2020-07-28;"venta";"casa";"Peñuelas"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5410184-la-herradura-uda#position=23&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"La Herradura, La Herradura";673749935;23500;"5410184";2020-02-06;5;4;180;750;NA;NA;"CÓDIGO ID: EB- EM0400Espectacular casa con acceso directo al Mar e inigualable vista a la Bahía de La Herradura.En excelente ubicación, el mejor sector de La Herradura. Casa con estilo ecléctico simula un barco, construida con maderas nativas de Roble y Raulí, extraordinarias vista al mar de casi todos los ventanales.Acceso directo a muelle y mar, con piscina, jacuzzi y acuario. Orientación NorteDESCRIPCIÓN:Primer Piso:- Hall de acceso. - Living comedor amplio y luminoso, con salida a terraza techada.- Amplia cocina con comedor de diario.-1 dormitorio.- 1 baño completo.Segundo Piso:- 2 Habitaciones- 1 Baño completo- Habitación Principal en Suite con hermosa vistay walk in closet.EXTERIOR:-Terraza-Hermoso Jardín formado.-Lavandería.-Patio de servicio.-Cabaña de visitas con dormitorio en suite y walk in closet.-Piscina-Jacuzzi-Acuario-Marina-MuelleEQUIPAMIENTO:-Estacionamiento para 2 autos-Portón Eléctrico";"Property Partners Chile S.a.";-71.3662033;-29.9747009;2020-07-28;"venta";"casa";"La Herradura"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/MLC-525804715-casa-en-venta-sindempart-_JM#position=24&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Coquimbo: Sindempart, Rinconada";5.2e+07;NA;NA;2020-05-07;3;2;112;130;3;NA;"Casa ubicada en Sindempart excelente ubicación, cercana a colegio, supermercado, comercio, locomoción colectiva. Cuenta con 3 dormitorios, 2 baños, living comedor, cocina, estacionamiento, patio de cerámica. También tiene una ampliación lateral que puede ser usada para algún uso comercial.  No amoblada";"Fuenzalida Propiedades La Serena";-71.3320438;-29.9952048;2020-07-28;"venta";"casa";"Rinconada"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/la-serena-coquimbo/5297807-cerro-grande-uda#position=25&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Cerro Grande, Cruz Del Tercer Milenio";225061148;7850;"5297807";2019-12-19;5;4;140;410;NA;NA;"Linda Casa en Sector La Reserva de Cerro GrandePropiedad de estilo mediterráneo con excelente distribución, espacios cómodos e iluminados, además de altos estándares de calidad y finas terminaciones.Casa con gran plusvalía, ubicado en un sector consolidado, cercano a Colegio Alemán y The International School, a pasos de centros comerciales, supermercados y bancos. Orientación nor poniente, con excelente asoleamiento y luminosidad.La propiedad cuenta con uno de los terrenos mas amplios del conjunto.El diseño Mediterraneo, permite tener mas opciones de futuras ampliaciones.PRIMER PISO:- Hall de entrada.- Living comedor con salida a terraza.- Dormitorio principal en suite con walking closet. - Dormitorio.- Baño de visita.- Gran cocina con comedor de diario, cubierta de granito, horno y cocina encimera.- Pieza y baño de servicio.- Logia. SEGUNDO PISO:- 2 Dormitorios. - Sala de estar.- Baño completo.EXTERIOR:- Estacionamiento para 2 vehiculos- Antejardín.- Amplio jardín.EQUIPAMIENTO:- Alarma. - Pisos flotantes de alto tráfico y porcelanatos.- Riego automático.-Cerco eléctrico";"Property Partners Chile S.a.";-71.3455963;-29.9461002;2020-07-28;"venta";"casa";"Cruz del Tercer Milenio"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/MLC-533985086-casa-en-venta-sindempart-_JM#position=26&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Coquimbo: Sindempart,";6.5e+07;NA;NA;2020-06-25;3;3;68;163;3;NA;"Excelente oportunidad de inversión, casa en excelente estado, ubicada sector consolidado , living comedor con bosca , cocina americana amoblada con encimera , baño de visita , 3 dormitorios 1 en suite , 2 baños completos , piso flotante , terraza , antejardin , capacidad de estacionamiento para 3 vehículos, cercano a Supermercado a Cuenta , colegios y jardines infantiles con acceso vehiculo por pasaje posee gran espacio en patio.";"Fuenzalida Propiedades La Serena";-71.3276938;-29.991263;2020-07-28;"venta";"casa";"Coquimbo"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/5182605-ancha-guanaquero-00-uda#position=27&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Ancha, Guanaquero 00, Guanaquero";120414882;4200;"5182605";2019-11-07;3;2;90;450;NA;NA;"Se Vende Casa sólida en Guanaquero con sala juegos que incluye mesa pool abatible y Kitchenette, separada de casa. Piscina sólida de 8 x 4 mts. 1,6 prof máx y 0,8 mt mínima; cercada para seguridad niños.Vendo completamente equipada para hasta 10 personas. 3 dormitorios, 2 baños, cocina, gran living - comedor; gran terraza en altura con gran vista a bahía. 2 accesos, uno con terraplén para silla de ruedas (dependencias equipadas para situación). Dormitorios con camas excelente calidad. Temporada alta se arrienda en $ 150.000 diarioEstacionamientos hasta para 3 vehículos grandes ó 4 chicos. Gran muro frontal sólido con portón automático. Gran privacidad y seguridada 250 mts playa aprox . Cerca pueblo, cerca playa, cerca carretera. Ubicada en zona seguridad contra Tsunami. Terreno de 15 mts frente por 30 fondo, ubicación Oeste (mira el mar) . Ubicada en calle ancha .";"Kpra Propiedades";-71.4332962;-30.2000008;2020-07-28;"venta";"casa";"Guanaquero"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/venta/casa/coquimbo-coquimbo/4662501-balneario-de-tongoy-casa-fuera-de-zona-de-inundacion-uda#position=28&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Balneario De Tongoy - Casa Fuera De Zona De Inundación, Tongoy";169154239;5900;"4662501";2019-04-09;6;4;186;825;NA;NA;"Casa de dos niveles separados cerca de Playa Socos y el puerto de Tongoy, pero fuera de la zona de inundación.Total construido: 186m2, terraza: 38m2, terreno: 825m2Primer nivel cuenta con 98m2 construido, 3 dormitorios, 2 baños, terraza, cocina, comedor, sala de estar.Segundo nivel cuenta con 88m2 construido, 3 dormitorios, 2 baños, estar/comedor, cocina.Ademas cuenta con 3 bodegas, estacionamiento, gran patio y jardín apto para poner una piscina.Preciosa vista de la bahía.";"Estrella Propiedades";-71.4976578;-30.2518597;2020-07-28;"venta";"casa";"Tongoy"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/MLC-524505186-casa-en-venta-guanaqueros-_JM#position=29&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"Coquimbo: Guanaqueros, Guanaquero";9e+07;NA;NA;2020-04-24;3;1;90;5100;3;2;"Casa de campo en sector Quebrada Verde, Guanaqueros. Ideal para descanso, vacaciones e inmejorable para birdwatching. 90 m2 construidos y 5100 m2 de terreno. Living comedor, cocina, 3 dormitorios, 1 baño, terraza con vista panorámica, bodega y estacionamiento. Casa de madera en su totalidad con luz, agua potable, alcantarillado e internet. FEG3143";"Fuenzalida Propiedades El Golf.";-71.4411151;-30.1924496;2020-07-28;"venta";"casa";"Guanaquero"
"coquimbo-coquimbo";"https://www.portalinmobiliario.com/MLC-525804709-casa-en-venta-pan-de-azucar-_JM#position=30&type=item&tracking_id=cc4b9b81-366f-40a8-84b5-306d01fe8b78";"La Serena: Pan De Azúcar, Peñuelas";7e+07;NA;NA;2020-05-07;4;2;120;110;4;1;"Amplia y cálida casa en villa Talinay, La Cantera, a pasos de locomoción para Coquimbo y La Serena, a minutos de la playa en tranquilo sector. Casa ampliada.  Primer piso:  Living comedor, cocina ampliada, 1 baño.  Segundo piso:  4 dormitorios, 1 Baño, Sala escritorio. No amoblada";"Fuenzalida Propiedades La Serena";-71.312639;-29.9678456;2020-07-28;"venta";"casa";"Peñuelas"
